period,label,spatial_coverage,start,stop,authority,source,publication_year,broader_periods,narrower_periods
http://n2t.net/ark:/99152/p086kj959mr,late Middle Woodland,Iowa,0050,0300,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9qp5t,Millville,Iowa,0250,0650,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9w265,Allamakee,Iowa,0300,0400,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9tc2x,Allamakee Phase,Iowa,0300,0400,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj92xvn,Linn,Iowa,0300,0400,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9jzcw,early Late Woodland,Iowa,0300,0750,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9ktwz,Gast,Iowa,0350,0650,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9bzwc,Gast phase,Iowa,0350,0650,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9cttr,Sterns Creek,Iowa,0400,0650,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9thdg,Weaver,Iowa,0400,0650,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9499h,Weaver-like,Iowa,0400,0650,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj95ntq,Lane Farm,Iowa,0600,0700,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9b7ns,Fox Lake,Iowa,0650,0750,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj97sfr,Lake Benton,Iowa,0700,1200,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj99tcw,late Late Woodland,Iowa,0750,1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9p68f,Keyes,Iowa,0800,0900,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9pshs,Madison Phase,Iowa,0800,0900,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9ck2c,Loseke,Iowa,0850,0950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9bz5c,Loseke Creek Variant,Iowa,0850,0950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9nmgq,Louisa,Iowa,0850,0950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj94vq8,Great Oasis,Iowa,0900,1100,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj93snq,Great Oasis or Oneota,Iowa,0900,1673,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9z854,High Rim Horizon,Iowa,0900,1100,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9bfh8,Louisa Phase,Iowa,0900,1000,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9tqd8,Missouri Bluffs,Iowa,0900,1100,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj93qxs,Glenwood,Iowa,1000,1300,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9ftd9,Glenwood(?),Iowa,1000,1300,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9mr3z,Mill Creek,Iowa,1000,1200,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9jg7f,Mill Phase,Iowa,1000,1200,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj99fnb,Moingona,Iowa,1000,1673,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9f4k2,Nebraska,Iowa,1000,1300,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9mkdh,Nebraska Phase,Iowa,1000,1300,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj955k8,Oneota,Iowa,1000,1673,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj95wkg,"Oneota, Correctionville phase",Iowa,1000,1673,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9qppt,Orr phase,Iowa,1000,1673,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9zd59,Cahokia,Iowa,1050,1200,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj97fw5,Central Plains Tradition,Iowa,1050,1250,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj93v9z,Central Plains Tradition(?),Iowa,1050,1250,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9pn59,Middle Mississippian,Iowa,1050,1200,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9gzcd,Mississippian,Iowa,1050,1200,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj93h92,contemporary with Hartley phase,Iowa,1100,1200,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9dgd3,Late Mississippian,Iowa,1250,1673,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj99cbq,Pammel,Iowa,1300,1500,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9hrkv,Pammel Creek,Iowa,1300,1500,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9ptt4,<c.1950,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj98njt,Amana,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj92w8p,Amana Colonists,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9bxs3,Cemetery,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9gkqg,Early Pioneer,Iowa,1673,1825,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj97zsk,Fox,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9rwzj,German Amana Colonist,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9dbv7,German Amana Colonists,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9bhmt,Historic Oneota,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9nkmr,Ioway,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj947j8,Meskwaki,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9z4d8,Mormon,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj98hzn,Mormon (alleged),Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9g8sg,Oneota/Ioway/Oto,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9ffx2,Oto,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9fxt6,Pioneer,Iowa,1673,1840,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9vc57,Possible Meskwaki,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9xj27,Pottawattamie,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9dkj9,Quaker,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9sdpz,Quaker?,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9tqsw,Quakers,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9szbd,Sac,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9377z,Sac and Fox,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9nm4d,Sac?,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9d2g6,Sioux,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9g4hm,Wahpekute Dakota,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9xp73,Wahpkute band of the Santee Dakota Sioux,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9jpmv,Winnebago,Iowa,1673,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9fhtm,pre 1873,Iowa,1673,1873,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj92scs,19th cent. urban,Iowa,1800,1899,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9pk32,19th century urban,Iowa,1800,1899,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9z66t,19th urban,Iowa,1800,1899,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj966ws,19th-20th cent urban,Iowa,1800,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9czv9,"Pioneer Iowa, Wisconsin Territory to early statehood",Iowa,1800,1860,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj9vxnm,early 19th century,Iowa,1800,1850,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj94g2n,War of 1812,Iowa,1812,1815,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj967xf,War of 1812,Iowa,1812,1815,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj98p5g,Late 19th-Early 20th Century,Iowa,1850,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
http://n2t.net/ark:/99152/p086kj95q9b,late 19th -20th cent residential,Iowa,1850,1950,http://n2t.net/ark:/99152/p086kj9,Digital Index of North American Archaeology (DINAA) | Eric C. Kansa | Sarah W. Kansa | Kelsey Noack Myers | Thaddeus Bissett | R Carl DeMuth | David G. Anderson | Sephen Yerka | Joshua Wells,2012,,
